"and again, superb shot. Length ball angling into middle stump, and he brings those wrists into play to whip it to the left of short fine leg"
"back of a length outside off, chopped down to third man"
"length ball close to off stump, defended into the off side"
"length ball outside off, presses forward and defends, letting ball hit bat rather than the other way around, and they steal a single as the ball drops gently into the backward point region"
"starts with a short googly, and Williamson pulls to deep midwicket"
"short on off stump, and Taylor makes himself just a bit of room and cuts it away fiercely to the right of backward point"
"nicely flighted length ball on off stump, defended into the covers"
"floated up slow outside leg, ends up as a low full-toss that Taylor sweeps to long leg"
"another short googly, pulled to deep midwicket"
"short, a bit of width, slapped to sweeper cover"
"starts by drifting onto Taylor's pads, and that's a no-go zone. Flicked away into the big gap to the left of long leg"
"length ball on off stump, pushes forward and clips to mid-on"
"length ball on off stump, clipped to midwicket"
"shuffles a couple of steps down the pitch and across to the off side. Curran reacts by bowling a shortish ball outside off, and he dabs gently into the point region to pick up one"
"for the second time in this innings, Williamson <b>nearly chops on</b>. Wanted to dab the ball to third man like he often does, and the ball nipped back in a touch to take the inside edge, before rolling onto his back leg"
"a bit wider outside off this time, and he safely chops it down to third man"
"down the track and Rashid's drift and lack of turn confound him. Wants to clip into the midwicket region, but in the end the ball beats his inside edge and hits his front pad - a feeble lbw appeal, but that struck his pad outside leg stump"
"a bit of flight outside off, driven into the covers"
"down the track again, clips it off middle and leg through square leg"
"this was coming sooner or later. Out of his crease again, and this time Rashid dangles one wider outside off. Not quite to the pitch of it, and he's hitting against the turn, but he just swings freely through the line and clears the long-on boundary"
"back of a length on middle and leg, punched down to mid-on"
"length ball on off stump, defended into the covers"
"back of a length on off stump, jumps back and across to work it through square leg"
"back of a length, a bit of inward nip towards middle stump. Tucked away to deep square leg"
"shortish outside off, punched to deep point"
"slower ball, back of a length, angling into Taylor's hip. Tucks it away towards fine leg"
"fullish, offers width, driven crisply to the right of Bairstow at deep point. Sprints quickly to his right and makes a good diving stop"
"back of a length outside off, lets it come on and steers it to third man"
"back of a length on leg stump, whipped away to deep midwicket"
"nicely flighted length ball on off stump, defended into the covers"
"a touch shorter, on middle stump, goes back and works it into the midwicket region"
"short outside off, and that's a great stop from Stokes at straight midwicket. A fiercely struck pull from Williamson, and he's moving in the wrong direction - to his right - before somehow changing direction and stopping it one-handed with a dive to his left"
"back of a length outside off, punched to sweeper cover"
"short and very wide, and Taylor slaps it away to the point boundary"
"full outside off, and Williamson leans forward and drives deliberately in the air, over the leaping man at short extra-cover and slightly to his left, and picks up two by the time the sweeper can run around to his right to cut it off"
"short outside off, and the airborne Williamson meets it at the top of its bounce with an open face to guide it down to third man"
short slower ball outside off. Taylor is through his pull too quickly and can't connect
"shortish outside off, chopped to the right of third man"
"shortish on off stump, gets on his toes to punch to deep point"
"back of a length close to off stump. Looks to run it down to third man but ends up playing it squarer than he'd like, straight towards backward point"
"short, angling down leg, and that's not how England would have thought they'd get Williamson, but it is what it is. Looks to pull, they go up in appeal for a gloved caught behind, and it's given out. Williamson doesn't look happy - did he not get a touch on it? In any case, thanks to Munro's wasted review, there's nothing he can do about it"
"short of a length on leg stump, dabbed into the square leg region with soft hands"
short of a length and in at leg stump. Glanced to deep square
short and outside off. Looks to hook and is late on it. Gets it to midwicket off the under-edge
"short of a length outside off, tapped to sweeper cover with the angle"
"length on the pads, dabbed to deep square leg"
bouncer at off stump. Taylor late as he looks to hook. This flies through to the keeper
"short ball at the hips and he swats it powerfully, right off the middle of the bat. Beats deep square to his left"
"short and just outside off, steered to third man"
"back of a length in the corridor, defended off the back foot"
length and in at middle stump. Pushed to mid-on
good length and just outside off. Defended on the front foot
"nicely timed back foot slice, but he can't beat point who dives to his right. This was slanted across the off stump"
back of a length at off stump. Dead-batted into the pitch
"<b>England have reviewed for lbw.</b> This is a very full ball that strikes Latham in front of leg stump. He appears to have shuffled and showed leg stump as he misses the flick. This prompts England to take the review...the first look at the replay suggests no evidence of bat. More importantly, it appears the ball wasn't as full as first perceived and therefore is probably pitching outside leg...yes.<b>Pitching outside leg.</b> Review lost."
length ball jumps up at Taylor as he looks to defend outside off stump
"length on leg stump, jabbed into the square leg region"
length and slanted across off stump. Sliced to third man on the up
"<b>dropped!</b> Oh Moeen's put down a simple chance. Tossed up full on off stump. Latham looks to drive to long-on and ends up slicing it right back to the bowler, slow and weak. He grabs and grasses."
"short of a length outside off, punched to sweeper cover off the back foot"
"full outside off, driven to sweeper cover"
"length on off stump, defended on the front foot"
"full on middle stump, defended on the front foot"
<b>carts it over deep midwicket.</b> Good connection on this after springing onto the back foot and picking it up from middle stump. Moeen dropped it short
"good length on middle stump, deep in the crease to clip this to deep square. <b>That's his fifty</b>"
"length ball outside off, pushed with the angle to third man"
length and in at leg stump. Nudged through square leg
"overpitched outside off, a nicely balanced drive to mid-off's right"
"good length outside off, opens the face and steers to third man"
"overpitched outside off, square drive on the bounce, straight to point"
"full outside off, big stride forward to drive to long-on"
"tossed up on off stump. Steps out, meets it on the full and drives to extra cover"
"back of a length at off stump, pushed to point off the thick outside edge"
"back of a length at off stump, tapped to extra cover off the back foot"
"back of a length slider just outside off, punched to sweeper cover"
"good length outside off, picks it with the turn for a single to deep square"
back of a length at middle stump. Poked to midwicket from the crease
top edge on the hook. Lands safely in front of deep square. Late on it as he tries to drag from well outside off
"length outside off, driven on the up to mid-off"
"offcutter, good length on off stump. Defended to point on the front foot"
"length on off stump, tapped to mid-off on the up"
"length on leg stump, clipped to deep square on the up"
"length outside off, dead-batted into the pitch"
"length and coming in at off stump. Looks to flick and is caught on the pad. Appeal turned down. Looked to be high, for starters..."
"length on middle stump, flicked to midwicket"
"full on middle stump, drives towards long-on, can't beat midwicket's dive to the left"
"full on off stump, driven straight to extra cover"
"length on middle stump, flicked through square on the front foot"
good length and just outside off. Defended from the crease
"offcutter, full outside off. Gets Taylor to drive hard and it's a mistimed one. Stokes parries it wide of extra cover and after some hesitation, Taylor calls through for the run"
"sort of a length outside off, tapped to sweeper cover on the up"
short ball in the corridor. Controlled pull to deep square
"short and wide outside off, reaches out for the cut and gets it to sweeper's left. Well to his left. But Bairstow gets across quickly"
length and angled across off stump. Closes the face on it and gets a leading edge to third man
"tossed up outside off, swept to deep square leg"
"length outside off, driven to long-on with the turn"
"length on middle stump, sliding in. Tucks it off the knees to deep midwicket"
good length outside off. Defended on the front foot
"<b>Ali has the ball and the bat</b> as he fields this. Tossed up at middle stump, flicked towards long-on. He flies to his right, one-handed, and knocks Latham over"
"full outside off, reaches out to flick, cops it on the pad"
"full outside off, drags it to short fine with a sweep off the toe-end"
"good length at off stump, defended on the front foot"
"length on leg stump, flicked through midwicket"
"floated up at a length, wide outside off. Driven on the up to long-off"
"full on leg stump. Goes against the turn, with the reverse sweep. Can't get bat on it, only pad"
tossed up outside off. Steps out and jams it into the pitch. <i>Just</i> gets it over the bowler to long-on
full and speared in at off stump. Looks to play the reverse-paddle and just manages to get the back of the bat on this. Onto boot and then it rolls out to short third man
"length on middle stump, flicked to midwicket"
"nicely done. Full ball outside off and like Latham, he goes for the reverse-ramp. Gets it right off the back of the bat, on the full, and finds the boundary"
<b>conventional sweep</b> and it's over deep backward square. He isn't to the pitch of this but swats it over the fielder
"length on middle stump, clipped to deep square"
"length on off stump, steps out and turns it towards mid-on with soft hands"
length outside off stump. Picks the googly and goes full force with the reverse sweep. Gets it to deep cover's right
googly again. Negated by getting to the pitch and sweeping from over it. Gets it out to deep square
short and spinning wide outside off. Cut to sweeper cover
"short of a length at middle stump, pushed through midwicket off the back foot"
"length on middle, down on one knee again for the sweep. Gets it to deep square's right and a fumble allows the easy second"
"length on middle stump, flicked to deep midwicket after a hop down the pitch"
"<b>inside edge</b> trickles past short fine. Moeen nearly does him. Fires it in, full at leg stump. Expects the sweep to come out and it does. Completely cramped but it rolls between his legs and wide of the fielder"
"fired in full again. Steps out and misses as he looks to flick. Loud appeal for lbw is turned down. That struck him in front of leg stump...and <B>it was hitting</b> according to tracker. He was well down though, can't blame the umpire"
tucks this through square leg from a length on middle
<b>beaten</b> as he looks to play the reverse sweep. This lifts off a length outside off
length and in at leg stump. Steps out and flicks to deep midwicket
back of a length and in at leg stump. Nudged through square leg
short and just outside off. Cut straight to backward point
"full on off stump, driven firmly to extra cover who fumbles and allows a run"
back of a length on leg stump. Steps out and taps to deep midwicket
"good length on off stump, defended on the front foot"
"dropped short at a middle stump line and he pounces with a pull. Gets it to deep midwicket's right but once again, Bairstow cannot be breached"
"full on leg stump, flicked between deep midwicket and deep square with soft hands"
"length outside off, flicked to short fine with the turn"
short and skidding low at leg stump. Flicked to deep square
length outside off. Sweeps on the rise to deep midwicket's left. Bairstow slides and relays to deep square. They pick up two in the meantime
"good length on middle stump, clips to deep midwicket"
"good length outside off, driven on the up to sweeper's right"
full on leg stump. Jammed through midwicket off the toe-end of the bat. Enough non-pace on it to steal a second
"front-of-the-hand slider on a length, fired in at off stump. Pushed back to the bowler on the front foot"
"back of a length on leg stump, glanced to deep midwicket off the back foot"
<b>superb delivery</b> to beat him in flight. He's about three yards down the pitch as he misses on the flick. It clips the front leg but the lbw appeal is turned down. Buttler can't gather as this flies over his head
beaten as he looks to sweep. This climbs up from a good length outside off
<b>dropped</b> by Bairstow at deep midwicket. Taylor pulls across the turn and gets it to his right. It looks like Bairstow has misjudged this because he's gone one-handed to his right and jumped early. Gets it into the turf and it rolls into the boundary padding
<b>top edge</b> lands to third man's left. Goes for the ugly heave on the front foot
oh what a shot. What a shot. Full outside off and he leans in before drilling this cover drive to sweeper's right. Gave him no chance
length and turning in at leg stump. Can't get bat on the flick and cops it on the pad
"good length on off stump, defended on the front foot"
"length on leg stump, flicked to deep square"
"good length on off stump, swept straight to deep square"
"<b>once more through extra cover!</b> This time it's hit so hard, it bursts through the fielder's effort there. Another full ball wide outside off and he gets all his power behind this"
"floated up full on leg stump, clipped into the midwicket region"
"another of those loopy near-yorkers, on off stump. Jabbed back towards the bowler - he was looking to play it more in the direction of cover"
"there it is! Gets to the century in typical fashion, stepping deep into his crease to cut one that isn't particularly short or wide, and picks up two by the time the sweeper runs around to his left to cut it off"
"cuts again, this time hits it straight to backward point"
"flat and fullish on middle stump, punched back to the bowler"
"makes room and looks to cut an off-stump ball, doesn't get as much power on it as he'd like. Chops it down hard into the ground, and it slows down enough for backward point to move to his right and cut off the single"
"length ball outside off, steered with an open face to the right of sweeper cover"
"short, a bit of width, and Taylor slaps it away hard, to the left of the diving point fielder. Poor ball from Wood"
"and again, not as much width this time, plays a more controlled cut to the right of third man, and slips at the non-striker's end, so he can't come back for the second"
"sees the batsman trying to make room and follows him with a shortish ball at his body. Ends up bottom-edging his attempted cut by his feet, and Taylor is alert to the possibility of a single at the other end"
"shortish, not too much width, chopped away to third man. Wood went wide of the crease to create the angle into Taylor"
"shot! That's shortish, angling into Latham's hip, and he just flicks it over the square leg boundary, timing it sensationally, and brings up another excellent half-century. His job is by no means done, however"
"slower ball, back of a length outside off. Waits an age for it to come on and steers it down to third man"
"short, angling across the left-hander, and he pulls this time, from outside off stump, extends his arms fully and easily clears the midwicket boundary. Sixes off successive balls for him"
"back of a length on off stump, punched to the right of extra-cover"
"length ball outside off and Taylor plays a fierce front-foot cut that bursts past the diving backward point fielder's hands. They chance a second and complete it, but it forces Taylor to dive to regain his ground, and he looks in a bit of trouble. He had injured himself doing the same thing a couple of matches ago..."
"shortish outside off, chopped down to third man. Taylor doesn't look all too comfortable running to the other end"
"length ball close to off stump, defended to extra-cover"
"short, angling into the body, looks to pull and gets a bottom-edge down to long leg"
"back of a length, tucks Latham up with his angle from wide of the crease, and he can't do much other than defend back down the pitch"
"full-toss on off stump, clipped away through midwicket"
"jumps wide of the crease and angles a short one into Taylor's body, gets it to bounce around chest-high. Pulled to deep square leg. Limps the second half of the single"
"length ball outside off, punched to the man at point"
"fullish, angling into Latham's pads, and he loves it there. Flicks it in the air, deliberately, over mid-on. Root chases back and tries to pull it back with a desperate dive, but he can't quite manage it"
"back of a length on off stump, tucked away through square leg"
"short, slanting away from off stump and offering some width, slashed away in the air, just wide of Roy diving to his left from backward point"
"shortish on off stump, pulled hard towards long-on, who comes in off the rope to stop it. They don't take the single - which is bad news as far as the injury is concerned"
"bam. He can't run, but he can smash 'em alright. Short again, angling in towards off stump, and he swats it away high over the midwicket boundary"
"slower ball, ends up misdirecting it completely and whanging it waaay down the leg side"
"back of a length outside off. Taylor goes for the big hoick over the leg side, ends up top-edging it fine to the third man boundary"
"slower ball, back of a length on off stump. Drops it gently into the off side and takes off for the single. Stokes fields in his follow-through, turns, and throws, but misses the stumps at the non-striker's end. He would probably have been in even if the throw had hit the stumps"
Sees him shaping to make room and fires in a full one wide of off stump. Can't connect despite shuffling across in response
"bouncer outside off, and Taylor's found the gap adroitly. Just uses the pace to ramp it, and beats third man to his right. One bounce and over the rope"
"tries to fire in that wide yorker again, and this time it's well wide of the tramline outside off"
"full again, not quite a yorker, and a lot closer to off stump. Taylor clears his front leg, aims for a flat-bat hit over cover, and ends up top-edging to the third man boundary again, just past the right glove of the keeper. They all count..."
"this is poor bowling. The one place you really mustn't bowl to Taylor. Short and wide, and he unleashes another slap to the right of backward point"
"full this time, outside off, slapped away to the right of deep point"
"back of a length, angling into off and middle. Tucked away to deep square leg"
"down the track to the floated-up off-stump ball, whipped away to deep midwicket"
"back of a length on middle and leg, clipped down to long-on"
"down the track again, gets right to the pitch of this off-stump ball, and clips into the gap between deep midwicket and long-on. The latter fielder stops it with a slide"
"tossed up on middle and off, and Taylor's bottom hand has sent this out of Dunedin. Waaay over wide long-on"
"tosses it up slower and much wider, and he fetches a sweep from outside off to deep midwicket, without quite getting down on his back knee"
"floated across the left-hander towards off stump, and he plays a perfect reverse-sweep, except he hits it straight to short third man"
"and for the second ball in a row, a nicely executed shot goes straight to a fielder. Short fine leg this time, after Taylor leans forward and across to lap-sweep a full one outside off"
"shortish on off stump, pulled to deep square leg"
"length ball on middle and leg, clipped down to long-on"
"oh man, that's a candidate for shot of the innings. Brings up 150 as well. A near-yorker, on a fourth-stump line, and he brings those hands and wrists into play to squeeze that to the right of backward point and render sweeper cover's dive useless - even though he got his hand to the ball"
"shortish on off stump, pulled to deep square leg"
"full on off stump, and Curran has broken the partnership. Slower ball, and Latham loses his shape while trying to go over mid-off. Got too much undeneath the ball, and ended up slicing it high in the air to backward point"
"shortish, close to off stump, cut hard but straight to backward point"
"tossed up slow, wide of off, swept along the ground to wide long-on"
"wow. That's a pretty good way to start. Gets one in the slot, loopy and on leg stump, and he clears his front leg and hits it hard, to the left of long-on, with a nice, straight bat"
"dangles this wide of off stump now, and CDG launches it into the gap to the right of sweeper cover"
"flatter now, wide of off stump again, driven to the right of sweeper cover"
"full outside off, driven to the right of sweeper cover, far enough to his right to pick up two, even with his dodgy quadriceps"
"digs it in short outside off, and de Grandhomme has ramped this for six! Stunning shot, middles it perfectly, and simply lifts it into the gap to the left of third man"
"slower ball, and de Grandhomme doesn't pick it. His head falls over as he goes into his flick too early, thick inside edge into pad"
"another slower ball, and this time de Grandhomme spots it, holds his shape, and simply flicks it for six. Back of the hand, but it is of no avail, as it goes soaring into the grassy banks beyond deep square leg"
"slower ball again, short, outside off, plays a nice, controlled pull out to deep backward square leg"
"shortish outside off, lets it come on and dabs to third man"
"yorker, right at the base of off stump. Digs it out into the off side, thinks of one, but the bowler moves swiftly in his follow-through to deny him"
"wide yorker, nails the line if not quite the length, and Taylor, reaching out to slash, can't connect"
"low full-toss on off stump, clips it to long-on and hobbles to the other end"
"another yorker outside off, jabbed to the right of backward point"
"full outside off, not quite a yorker. Drives it hard, with a lot of bottom hand, straight to mid-off"
"shortish on off stump, pulled away through square leg"
"short, lots of width too, but he doesn't really move back and across. Just swishes hard at it from a standing start, and doesn't connect"
"low full-toss on off stump, punched hard to mid-off"
"fullish on off stump, whipped to long-on"
"low full-toss again, on off stump, jabbed hard but straight to extra-cover"
"wide full-toss, and de Grandhomme smashes it straight to backward point. He could have hit that anywhere, but he finds the man right on the edge of the 30-yard circle, at knee height. Dunedin goes silent. What a match this is"
"fullish outside off, driven to the left of sweeper cover"
"good yorker, provokes an lbw appeal as Taylor plays around it. Not given, and Taylor looks in a lot of pain. Has he smashed his bat into his own toe? Looks likee an inside-edge too"
"full, slanting away from off stump, driven to sweeper cover"
"wide-ish yorker, stabbed away to the left of the sweeper. Could have taken two had his legs permitted it"
"in the blockhole on leg stump, clipped to the left of midwicket"
"that's yuuuuge! He's been landing his yorker there or thereabouts for two overs now, but this one's underpitched, and it's a half-volley just outside off stump. Taylor swings freely through it and sends it flying over long-on and out of the ground"
"lovely hands. Wide yorker, squeezed away to the right of third man, forcing him into a desperate dive, and they somehow scamper two as well"
"again he misses the yorker, and sends down a wide half-volley. Taylor flat-bats it to the cover boundary, and it's down to under a run a ball again. He's moved into the 170s too"
"slower ball, back of a length on middle stump, tucked away through square leg"
"slower ball on the pads, clipped away to the left of short fine leg. Deep backward square leg runs around to stop it"
"skiddy short ball on off stump and Nicholls doesn't time the pull right. Bottom-edges into the pitch, down by his feet"
"and again, misses the pull. This one's a slower short ball, and it hits top edge, left shoulder, and then rolls down to third man"
back of a length on middle and off. Makes a bit of room and dabs it down to third man
"yorker outside off, jabbed to extra-cover"
"full-toss on off stump, stump-high, and he opens up at the hips and just swats it away over the midwicket boundary. The bat speed was just astonishing"
"length ball on off stump, makes a bit of room and carves it to deep point"
"length ball wide of off, flat-batted to sweeper cover"
"short outside off. He'd usually cut this, but he's thinking six now, and he goes for the big pull and misses"
"in the blockhole close to off stump, flat-batted hard to mid-off and he hobbles through for one"
"full, flicked off his legs to deep square leg, and he retains the strike"
"swings across the line at a full one, misses, there's a huge lbw appeal, that's not given (pitched outside leg, I think), he scrambles out of his crease, he's sent back, he slips. The throw from backward point misses the stumps. Everything is happening, and Henry Nicholls is the bundle of nerves in the middle of it all"
"full outside off, and he drives it hard, along the ground, and straight to mid-off. Oh man."
"full, on the pads, and Nicholls finishes with a six! He's done it! A flick, and it sails flat over the square leg boundary. What a hit. It was in his slot, but he had to put all the nerves of the last few balls out of his mind. He does it, and there's barely a smile on his face at the end of it as Taylor hobbles across to hug him"
