Commentary,Runs,Wickets
"drifts down leg, 139.6 kph. Off the thigh pad, on the bounce to Wade",0,0
"better, 144 kph, full and straight, making Yasir play. Driven back",0,0
"strays well down leg. Wade flies to his left, both feet off the ground, to collect. Poor line",0,0
"much better. Full and straight, jammed towards midwicket off the inside half for one",1,0
"full outside off, 147 kph, driven to mid-off",0,0
"bouncer down leg, 140 kph. Azhar has no problem ducking under",0,0
"hammered through cover. Lots of flight outside off, driven away. Between cover and mid-off. Sends the pigeons flying away.",2,0
"flight outside off, half-volley, driven to cover",0,0
"hit to cover, 81 kph",0,0
"better line. Dragged that length back, straighter. Yasir gets forward to defend",0,0
pushed up towards mid-on,0,0
"flatter and quicker outside off, yasir does well, a solid defensive block",0,0
"flat outside off, thick inside edge into the pad. <b>Almost sneaks onto the stumps between both pads</b>. Close",0,0
driven back to the bowler,0,0
"flight outside off, Azhar gets right forward to defend",0,0
worked away into the leg side,0,0
worked through mid-on for a run,1,0
pushed back to end the fourth day,0,0
"129 kph, loosener in terms of pace to start. Full outside off, Azhar strides forward and defends",0,0
"132 kph, good length outside off, left alone",0,0
"nice. 134 kph, seaming back in outside off, driven up to mid-off from the crease",0,0
"back of a length outside off, 131 kph. Azhar misses his pull, hit on the body. Through his shot too early. Signs of a slow SCG fifth-day surface",0,0
"135 kph, full outside off, driven up towards mid-off",0,0
"and Australia have their first in the first over of the morning. Hazlewood strikes. Exaaactly what Australia needed, and just the opposite for Pakistan. A fullish delivery tailing back in. The length was slightly shorter than the previous deliveries, Azhar wanted to work the ball into the leg side but the ball stops on him and he just bunts a ball back to the bowler. Easy return catch for Hazlewood.",0,1
"tossed up outside off, worked towards midwicket",0,0
"nicely bowled. Plenty of flight outside off, driven through cover. Just want Lyon wants, batsmen feeling secure driving against the spin",2,0
blocked towards point,0,0
"more flight outside off, defended to point",0,0
pushed towards mid-on,0,0
a solid defensive block,0,0
"132 kph, fullish delivery outside off, played towards point",0,0
"nicely bowled. Full and wide outside off, left alone",0,0
"135 kph, lovely lines. Full delivery outside off, defended into the off side",0,0
"fullish delivery outside off, skewed towards backward point. Finds the gap and the boundary",4,0
"back of a length, bouncer. Nice change in length pushes him back. Azam gets underneath",0,0
"135 kph, nice finish. Fullish delivery outside off, solidly defended into the off side",0,0
"flight outside off, draws Yasir forward, defended into the leg side",0,0
dead-bat defense,0,0
"got there in the end. Driven wide of Warner at mid-off. Yasir called late, Azam took off late. But the run is completed even with a good throw from Warner to the keeper",1,0
"tossed up outside off, thick inside edge down to deep backward square leg",1,0
"defends off the back foot this time, goes right back",0,0
"nicely played. That one spun back in but Yasir is forward, closes a bat and pad gap and blocks",0,0
"138 kph, good leave. Full delivery outside off, a bit of seam back in. Left alone",0,0
"140 kph, overpitched outside off. Azam leans forward and into his drive, finds the gap through cover and gets four. Lovely shot, timing too",4,0
"strays down leg, 135 kph. Azam misses a flick",0,0
"one more. Azam falls over one again. The same mode of dismissal like the first innings. That's bad batting. Doesn't bother reviewing, good thing too because that was plumb. Full and straight, the ball seams back in and hits Azam right in front of middle as Azam can't get his bat on his flick. Should have learned from his dismissal in the first innings. Hazlewood set him up for that, bowling wide outside off with the occasional bouncer to push him back. Fantastic bowling",0,1
"136 kph, good length around off, defended",0,0
"136 kph, on a length outside off, defended into the off side",0,0
nicely played. Soft hands. Plays it down towards short leg,0,0
"shortish and wide outside off, slashed down towards gully",0,0
"flight outside off, defended off the front foot",0,0
"defended back, good batting from Yasir.",0,0
gets right forward to block,0,0
"floated up outside off, driven against the turn to cover",0,0
"there is one part of the set-up. A bouncer on off, Younis knows exactly what's happening and gets under the ball",0,0
"136 kph, back of a length down leg, Younis misses a nudge down to fine leg. Almost kisses the glove",0,0
"well bowled. Tails back in off, Younis defends into the leg side",0,0
"nice and straight, Younis is on the back foot but defends with ease",0,0
"nice bowling, equally good leave. Full and wide, another one asking Younis to drive because there was some inward movement previously. He leaves",0,0
"on a length around off, inside-edged down to fine leg",1,0
"off the pad to slip. Flat delivery outside off, some drift this time. Takes a special delivery to beat Younis. Not as much spin as he anticipated",0,0
,0,0
good run. Gets right forward and drives towards cover for one. Important to keep those going through the day,1,0
"<strong>just short of short leg</strong>. Flat delivery outside off, draws Yasir forward but the length is good. Thick inside edge onto pad",0,0
"nice length again, flat outside off, Yasir is watchful in defense",0,0
"nicely played. Defends this. Lovely over from Lyon, constantly annoying the batsmen with his accuracy",0,0
"oh yes. Overpitched from Starc, Younis laces his drive through mid-off with the full face of the bat. Delectable",4,0
"139 kph, good length around off, defended into the off side",0,0
"defended into the off side, towards cover, for one. Another quality single",1,0
"where was he going? Cartwright had a lot more time than he thought. Off the pads, ricochets towards short leg who goes back to field. Yasir meanwhile has gone meandering down the pitch for a non-existent run. <strong>Cartwright misses the stumps at the batsman's end</strong>",0,0
"back of a length outside off, nicely sways out of the line does Yasir",0,0
"<strong>edged, but short of Bird</strong> at gully. Nice line, fullish just outside off. Thick outside edge, but safe",0,0
"quick on middle and leg, Younis is back to flick through square leg",1,0
"nice batting. Soft hands again. Flat down leg, Yasir plays the ball down to leg gully",0,0
defended off the front foot,0,0
"on the pads this time, clipped away towards square leg",0,0
"<strong>a big appeal,</strong> no says umpir Ravi. Flat delivery down leg, Yasir misses his flick. Strcuk on the thigh pad then short leg. No bat",0,0
driven up to mid-off,0,0
"good length outside off, defended into the off side, towards point",0,0
"good length outside off, Younis is hanging on the back foot and defends",0,0
"141 kph, on a length around middle and leg, worked towards mid-on",0,0
"back of a length on off, Younis gets on top of the bounce to defend",0,0
lovely channel. Just around off on a full length. Defended away,0,0
"a poor ball and Younis latches onto it. Short and wide outside off, Younis is on top of the bounce to slap his cut in front of point. Four nearer to that landmark",4,0
defended off the front foot,0,0
"not a wise stroke. Flat and wide outside off, Yasir sees something short and wide, goes back in an attempt to cut but the ball beats the bat and misses the stumps",0,0
skewed off the outside half towards third man,2,0
"90 kph, blocked towards mid-on",0,0
thought about a big slog-sweep. Saw the ball was too full and improvised a drive towards cover,0,0
defended off the front foot,0,0
"141 kph, good length on off, pushed towards mid-off",0,0
"good length outside off, pushed away towards cover",0,0
"on a length around middle, worked towards mid-on",0,0
"overpitched on off, worked away towards mid-on",0,0
"back of a length down leg, worked to fine leg",1,0
"back of a length outside off, Yasir sways out of the line",0,0
"slow and a bit short outside off, defended back off the front foot",0,0
"86 kph, lots of flight outside off. Younis gets low for a sweep but misses. Had to drag that from well outside",0,0
defended back,0,0
"quicker through the air, flatter on middle and leg, worked to midwicket",0,0
"uh oh. Younis the one to play a false stroke this time. Undone by Lyon's magnificent pace variations. Runs down to the pitch but doesn't quite get there because the length is shorter. Goes through with a heave into the leg side. The ball stops on him and lobs up towards mid-on off the outside half of the bat. Hazlewood has his sights on the ball, gets underneath it and takes the catch. Just reward for some excellent bowling this morning",0,1
defended into the off side,0,0
"beautiful bowling. 141 kph, fullish delivery the ball moves away late and beats the bat. Lovely reverse-swing bowling",0,0
"143 kph, around off on a length, blocked towards gully",0,0
"nice bowling. Full and wide outside off, moving away late. Left alone",0,0
"nice again. Full outside off, a thick outside edge flies down to the third man boundary via gully. Played well, soft hands",4,0
"145 kph, full and wide outside off, skewed away towards point",0,0
"good over. 146 kph, around off and defended",0,0
"tossed up outside off, driven to mid-off",0,0
"flat on middle and off, nudged to square leg",0,0
"solidly defended, bat and pad close together",0,0
"slow through the air outside off, yasir defends",0,0
"goes wide of the crease, quick outside off, blocked",0,0
"well bowled. Flat and wide outside off, the ball drifts on and beats the bat. Excellent bowling",0,0
"141 kph, another beautiful delivery in the channel. Full and wide outside off, lovely line. Misbah is lulled into a defensive stroke but the ball leaves his outside edge late",0,0
"144 kph, full around off, blocked",0,0
,0,0
"good length on middle and leg, Misbah misses his flick. Struck on the thigh pad",0,0
"back of a length outside off, left alone",0,0
"146 kph, full and wide, square-driven behind point for four. Played that discernibly late",4,0
"slow and short down leg, Yasir lets the ball hit his pad",0,0
swept to backward square leg,0,0
"comes down and defends from outside off, well played",0,0
"slow down leg, worked towards leg gully",0,0
"short and quick on middle, defended into the leg side",0,0
"shortish delivery outside off, Yasir looked to whip it into the leg side but failed to make contact",0,0
"143 kph, good length outside off, defended into the off side",0,0
"143 kph, full and wide, inviting the drive. Misbah leaves",0,0
"fullish delivery outside off, 146 kph, outside-halved down towards gully",0,0
"good length outside off, Misbah leaves",0,0
"fullish down leg, an appeal as Misbah is hit on the pads, but a tad too leg side-ish",0,0
"full on off, 141 kph, defended. A maiden",0,0
"starts with some flight outside off, Yasir defends",0,0
"floated up outside off, driven towards third man, off the outside half",2,0
"flat and quick on leg, blocked",0,0
driven towards one of two short covers,0,0
"flat on off, defended off the front foot",0,0
"84 kph, blocked into the off side. Tidy over from O'Keefe",0,0
"full and straight, 131 kph, brings the ball back in, pushed to mid-on with the angle of swing",0,0
"fullish length outside off, defended into the off side",0,0
"134 kph, pushed to mid-on with the angle again",0,0
"well bowled. Changes the length, short of a length down leg, off the glove towards short leg",0,0
"full and straight, <strong>big appeal</strong>, Misbah misses his flick. Struck on the pads. No review, says Steven Smith. Sliding down leg, definite inward seam movement. Good on-field call from the umpire. Missing the stumps says HawkEye",0,0
hangs this outside off and Misbha leaves,0,0
pushed away towards cover,0,0
"good length, flat and quick on off, Yasir gets forward to defend",0,0
"slow on off, 81 kph, shortish. Yasir hurries back to block",0,0
worked to short leg.,0,0
"flat delivery on middle and leg, inside-edged towards fine leg",0,0
"full and straight, another easy block",0,0
"full and straight, some seam movement back in. Defended",0,0
"good length on off, 130 kph, keeps a tad low. Misbah has to quickly improvise a block",0,0
"full delivery outside off, pushed away towards cover",0,0
"135 kph, back of a length outside off, Misbah leaves alone belatedly",0,0
"good length outside off, defended into the off side",0,0
"133 kph, pushed away to cover",0,0
"way too full outside off, driven to mid-off",0,0
"pushed to mid-on this time, still too full",0,0
"better change, tossed up outside off, left alone",0,0
"flat and wide outside off, another comfortable leave",0,0
"drags the length back on off, outside-halved towards third man",1,0
defended comfortably off the front foot,0,0
"136 kph, cut in half! Back of a length outside off, seams back in. Yasir brings his angles bat down late and the ball goes through",0,0
"full and straight, looking for the lbw. Driven to mid-on",0,0
driven through cover for one. A tad too full there,1,0
"138 kph, pushed to mid-off. Nice and full again from Hazlewood",0,0
"nicely played. Good length outside off, a solid defensive dab towards point. Soft hands",0,0
"full and straight, the ball swerving back in. Skewed towards midwicket off the inside half",0,0
"plays inside the line, shoves the bat through his legs to ensure the ball doesn't hit the bat. Nice and flat outside off",0,0
defended into the off side,0,0
"89 kph, wider of the crease, quicker, flatter. <strong>Yasir plays at this but is beaten</strong>",0,0
"<strong>big appeal.</strong> That was close, Flat delivery on leg, Yasir misses his sweep and is struck on the pad, sliding down though. A bit of bat too",0,0
"defended into the off side with soft hands, a nice gentle press forward",0,0
,0,0
"good length around middle and leg, Misbah misses his flick and is struck on the thigh",0,0
"136 kph, a half-volley on middle, worked to mid-on",0,0
"on a length around middle and leg, nudged down to square leg",1,0
"full and wide from Hazlewood, not much seam movement. Pushed out towards mid-off",0,0
"a bouncer on middle and leg, Yasir ducks underneath",0,0
"on the pads, worked down to fine leg for another run",1,0
Yasir gets forward to defend,0,0
"85 kph, flat on middle and leg, worked towards midwicket",0,0
"short and wide outside off, slapped towards short extra cover, Lyon dives to his left to save some runs",0,0
"beauty! Slow through the air on off, the ball beats the bat and Australia appeal but no says umpire Ravi",0,0
"gone this time. Yasir isn't going. Checking if it has carried? <strong>Yes, Soft signal is out.</strong> A lovely loopy delivery outside off, Yasir gets right forward but the ball leaves the bat with some purchase. A thick outside edge carries to Bird at second slip who gets low and takes a good two-handed catch a few inches off the ground. Yasir's impressive resistance ends",0,1
"starts with a low full toss down leg, Shafiq helps himself to four through square leg with a neat flick",4,0
"full delivery tailing away outside off, pushed to mid-off",0,0
"nice and full again outside off, pushed with soft hands towards cover for a quick run. A good single",1,0
"141 kph, full delivery outside off. Shafiq is drawn forward but the ball leaves the bat. A thick edge is found but the ball dies toward Bird at fourth slip",0,0
"140 kph, full delivery on off, pushed back",0,0
"on a length outside off, 138 kph, leaves the bat. Well left",0,0
"length outside off, Shafiq gets forward and leaves",0,0
"drive through cover, mid-off fumbles but no damage done. Lyon the man",1,0
"too full, pushed to mid-on",0,0
"wide of the crease, flat on middle, slapped to cover",0,0
"shortish outside off, Shafiq goes back and scythes his cut through extra cover for four",4,0
"gets forward, runs to the pitch and worked through square leg for three. Warner chases it down just inside the boundary",3,0
"82 kph, blocked back",0,0
"full delivery outside off, moving away. Shafiq pushes towards cover, calls 'yes' but Misbah sends him back",0,0
"nicely bowled. 140 kph, hung outside off, left alone",0,0
"<strong>edged and dropped</strong>. That was a really hard chance. Back of a length outside off, the ball moving away. Shafiq flashes and cuts over second slip. Smith jumps to his right, gets a hand on it but the ball bursts through. I think fielders still need to learn the art of the parry when catches are as tough as that was, that was the only way a catch was possible on that",2,0
,0,0
"141 kph, good length around off, defended",0,0
"drifts down leg, no bat on Shafiq's clip",0,0
"tossed up outside off, Misbah shuffles across, meets the full toss and drives between cover and mid-off for four. Lovely shot",4,0
"flat and wide outside off, slashed towards point",1,0
worked towards midwicket,0,0
"nice pace, slow on off, defended",0,0
Shafiq dances down and works the ball to midwicket,0,0
"short down leg, pulled into Handscomb at short leg. Wears the blow",0,0
"nice and full around off, defended",0,0
"143 kph, around off, defended into the off side for a quick single",1,0
"on the pads, worked through square leg for a couple, nicely played",2,0
"140 kph, good length outside off, defended into the off side",0,0
"144 kph, on the pads, worked into the leg side",0,0
"146 kph, overpitched on off from around the wicket, driven back to the bowler who deflects the ball past the stumps for a couple to mid-on",2,0
"bounce. Flat and wide outside off, Misbah leaves, the ball bounces and evades the gloves.",0,0
swept down to deep backward square leg. A controlled stroke,1,0
defended from the front foot,0,0
"shortish and wide outside off, the ball spins back in. Cut down towards third man for one. Too close to cut",1,0
pushed towards cover,0,0
defended into the off side,0,0
"on middle and leg, worked towards midwicket",0,0
"whoa. That scooted along the surface. Slingy action outside off, Shafiq goes back to cut but he's lucky the line was slightly wide. Just misses the stumps",0,0
,0,0
blocked back to the bowler,0,0
clipped towards midwicket,0,0
"slightly flat on middle and leg, Shafiq goes back quickly and pulls through midwicket for four. Reads the length really quickly, good execution",4,0
"tossed up outside off, left alone",0,0
"gets right forward and defends, a bit of an inside edge into the pad",0,0
"flat down leg, too quick. Misbah leaves",0,0
"<strong>big appeal,</strong> no says umpire Ravi. Flat on leg, Misbah just leaves the ball. Struck on leg, going down leg I reckon",0,0
defended off the front foot,0,0
"tossed up on off, Misbah gets right forward to defend. Nice technique, bat and pad close together",0,0
driven towards mid-off,0,0
"shortish delivery outside off, pushed towards cover from the back foot",0,0
"85 kph, forward to defend, nice length, some loop too",0,0
"and he balls one on the pads, worked through midwicket",1,0
"on the pads, worked to short leg",0,0
a solid defensive stroke to end the first session,0,0
"full and extremely wide outside off, left alone",0,0
"139 kph, full and close to off, defended",0,0
"140 kph, full and straight, pushed back",0,0
"full and wide, 140 kph, another leave",0,0
"141 kph, overly full, too wide, jammed out into the off side",0,0
"full and straight from Starc, Shafiq flicks through the leg side for three. Lovely timing on his flick",3,0
"fullish delivery outside off, played into the off side from the front foot",0,0
"tight line around off, Shafiq is solid behind the line to defend",0,0
"strays down leg this time, off the pad. Wade dives to his left to stop some leg byes",0,0
"134 kph, full and straight, shovelled into the leg side with the angle",0,0
"short and wide this time, was there for the cut to be played but Shafiq just misses it",0,0
"on the pads again, off the bat and down to the fine leg boundary. Just a tad too straight there",4,0
"full and slightly wide outside off, crisply hit through cover for one",1,0
"<strong>beauty. </strong>Full on a length just outside off, somehow that misses the off stump. Unplayable. Moves away so late",0,0
"fullish on off, blocked back",0,0
"a tad too wide it Starc, another leave ensues",0,0
"defended to cover. Shafiq wanted one, but Misbah seeing Warner converge on the ball sent Shafiq back",0,0
blocked into the off side,0,0
"back of a length down leg, bouncer. Misbah gets underneath",0,0
pushed towards cover. Shafiq is sent back again. Warner is just too quick,0,0
"full and wide outside off, a thick outside edge races to gully",0,0
"some more nip back in, pushed towards mid-on",0,0
"136 kph, full and straight, nudged towards mid-on",0,0
"full and straight, some nip back in, defended into the leg side",0,0
"bowled a touch full and wide, carved to point",0,0
"comes back in from wide of the crease, full and straight, another solid block to mid-on",0,0
"bowled 'im. Iffy choice of stroke. Australia strike. Full delivery outside off from Starc, not a lot of movement. What did for Shafiq is his feet movement. Went after a drive with his feet stuck in the crease, got a thick inside edge which clattered into the stumps. Big wicket",0,1
"good length around off, defended towards point. A big cheer as the sub fielder Mickey Edawards picks the ball up",0,0
"144 kph, yorker on off, played towards the SCG's new favourite at point. Wild cheers",0,0
"140 kph, full and straight, clipped to mid-on",0,0
"good length on off, 137 kph, off the handle of the bat towards short leg",0,0
"133 kph, back of a length outside off, played down",0,0
"defended back, full and straight from Hazlewood",0,0
"good length outside off, chopped towards Bird at gully who dives to his left",0,0
"full and straight, 139 kph, coming back in, worked to mid-on",0,0
"gloved but just short of the keeper. Back of a length down leg, Misbah pulls, the ball grazes the glove and dies in front of Wade, who is diving to his left",0,0
"good length outside off, chopped away towards point",0,0
"superb shot, back of a length outside off, guided through backward point for four. Stood on top of the bounce and executed nicely",4,0
"144 kph, a yorker outside off, jammed towards Lyon at point who dives to his left. Wild cheers for Lyon, wilder cheers for Lyon who throws to the sub fielder",0,0
"full and wide outside off, a nice crisp drive through cover for three. Well played.",3,0
"bouncer waaay down leg, Misbah leaves. Wade dives and stops the ball. Starc clutches his right foot",0,0
"full and wide, 144 kph, driven through cover for a couple more",2,0
"good length outside off, blocked to cover",0,0
"beauty. Hangs this outside off, with no movement. Sarfraz punches but only air as ball beats bat",0,0
"140 kph, full outside off, punched to mid-off",0,0
"full and straight, 135 kph, worked to midwicket",0,0
"<b>snorter</b> from Hazlewood. Back of a length on off, climbs steeply and thwacks Sarfraz on the glove. Bobbles up but lands safely in front of point",0,0
driven to the sub fielder Mickey Edwards at mid-on. Huge cheers ring around the SCG,0,0
"there is the Misbah slog. Gets low and heaves the ball over square leg for four. Mis-times it again, but that's not a bad stroke because there is no fielder at midwicket",4,0
worked through square leg,1,0
"nice shot. Flight on middle, Sarfraz lofts the ball over midwicket for a couple",2,0
comes down to the pitch and drills a drive to mid-off,0,0
"flat outside off, defended",0,0
"some flight outside off, Sarfraz plays against the spin, hits the ball back to the bowler",0,0
"back of a length on middle, pulled down to fine leg",1,0
"<b>dropped this time!</b> Full and wide outside off, Sarfraz drives away from his body. Threw his hands through the line. Flies right of gully, Bird hardly gets a hand on it. Goes for four",4,0
"137 kph, left alone this time",0,0
,0,0
"136 kph, back of a length on off, blocked",0,0
"139 kph, full on off, blocked away towards cover",0,0
swept to deep backward square leg,1,0
driven in the air to mid-on,0,0
"91 kph, lots of flight outside off, defended. 'Big shot is coming Garry,' yells Wade",0,0
defended back,0,0
gets right forward to defend does Sarfraz,0,0
worked in the air to deep square leg,1,0
"some flight and loop outside off, gets a thick outside edge which flies down towards third man",2,0
"bowled. Flat on middle and leg, a bit of spin, slow through the air. Awkwardly defended",0,0
swept into Handscomb at short leg,0,0
driven to mid-on for a quick run. Good call from Sarfraz,1,0
worked through square leg for one,1,0
"flight outside off, slashed away towards Starc at point who fumbles and allows the ball to go through for four",4,0
gets right across to sweep down to deep backward square leg,1,0
"a hard sweep through square leg from Sarfraz. Four more. Played that down, got on top of the bounce",4,0
"flight outside off, Sarfraz gets forward to defend",0,0
"goes for the sweep again. A top edge this time. Wide of short fine leg, deep backward square leg cleans up",2,0
"quick on off, full. Anticipated another sweep. Pushed back",0,0
"wide of the crease, some loop and flight outside off. Sarfraz blocks",0,0
"85 kph, driven back to the bowler",0,0
clipped towards midwicket,0,0
gets right forward to block,0,0
"defended again, some flight from O'Keefe",0,0
"too full, 86 kph, pushed to mid-on",0,0
"better. Flatter and straighter on middle, inside-edged towards short leg",0,0
"flat outside off, pushed to mid-off from the back foot",0,0
"85 kph, short and wide, spinning back in. Well bowled. Hit towards point",0,0
"goes right back and slaps to cover. 'Don't mind that,' screams Wade. A stroke fraught with risk",1,0
"flat and wide, quick through the air, left alone",0,0
"quick outside off, blocked",0,0
"shortish and wide outside off, Misbah goes back and pushes through cover, mid-off cleans up",1,0
"87 kph, nicely bowled, defended",0,0
"slow through the air outside off, defended",0,0
"nicely bowled. Shorter and slow, Misbah defends, just wide of silly point",0,0
"flat outside off, Misbah gets on one knee and swings the ball over mid-on. Clears the boundary. Dropped by a security guard",6,0
"90 kph, punched to mid-off from the back foot",0,0
hit to mid-on,0,0
swept to deep backward square leg for one,1,0
"slow through the air outside off, thick inside edge towards short leg",0,0
defended towards point,0,0
"flatter on middle and leg, worked to deep square leg",1,0
just wide of short leg for a run,1,0
worked into the leg side,0,0
"<strong>chipped short of mid-off.</strong> Tossed up outside off, Sarfraz comes down and his leading edge somehow lands short of the fielder",0,0
,0,0
"shortish and wide, slapped towards point",0,0
"nice shot, whipped through midwicket for a couple. Got right to the pitch",2,0
"flat on middle, swept down to deep backward square leg",1,0
"gone! Misbah does it again. Why? Why? Why? Floated up outside off, a generous bit of flight and Misbah cannot resist. Gets down on one knee and looks to go over cover, the right shot instead of the leg side. But it's a fifth-day surface and there is going to be some spin. This one spins. Takes the outside half and lobs in the air. High in the air. Lyon gets close to the ball at mid-off and takes a good catch. Not the greatest stroke from Misbah considering how good he was looking in defense",0,1
"Sarfraz gets right forward to defend, bat close to pad",0,0
"85 kph, flat on middle, clipped through square leg",1,0
"who cares about these close-in lads. Flat delivery outside off, Wahab swats a sweep through mid-on for four.",4,0
"swept through square leg for four more. Flat delivery on middle and leg, nicely hit. Got down low",4,0
"wow, a nod of appreciation from Lyon. Superb, Gets down and nails his reverse sweep through point for four. Got outside the line of off too",4,0
"88 kph, tossed up outside off, Wahab gets down and looks to mow over midwicket. No connection. An interesting over, the ODIs aren't far away after all",0,0
"short and wide outside off, slashed through point. The extra cover fielder saves more runs with a dive",1,0
driven to cover.,0,0
"sloowwww through the air, tempting Wahab. Defended into the off side",0,0
"flat this time on middle, fended into the leg side awkwardly",0,0
"flat down leg, Wahab misses a flick. Struck on the pad down leg. A big appeal from Australia",0,0
"Wade certainly thinks there was an edge, <strong>he forces Smith to use the review. </strong>. It's mighty close to the bat. Can't see much on HotSpot. There is the tiniest of thin spikes on Snicko though. A flat line and then a heartbeat. And then dead again. Is that conclusive enough? We saw something like this given yesterday, Steven Smith the victim. Yes, that is enough evidence and O'Keefe strikes. What a beautiful delivery though. Slowed it up on off, the ball pitches and spins away. Wahab is forced onto the front foot to defend. Takes just enough of the bat. Well done from Wade too. Knew straightaway",0,1
"short and wide, slapped through cover for a couple. The sub fielder fields to cheers from the SCG. He throws the ball way over the keeper and the cheers turn to groans",2,0
,1,0
"flat on off, pushed to cover",0,0
"flight on off, blocked",0,0
another defensive block,0,0
"well bowled. Round-arm action on off, skewed towards point",0,0
"flat down leg, worked through midwicket. Mickey Edwards chases it down to raucous cheers from the SCG crowd, but reckon he threw the ball back into his body as his knee made contact with the rope. The ball rolled back towards the boundary too as he pushed the cushions back.",4,0
"on the pads, flicked through midwicket",1,0
driven back to the bowler,0,0
,0,0
"short and wide, slashed to Edwards at point who dives away to his left. gosh, huge cheers",1,0
driven back to the bowler,0,0
"flat on off, pushed towards cover",0,0
"slow through the air but not too short, defended",0,0
"83 kph, flat and wide this time, left alone",0,0
"too short, too wide, cut towards O'Keefe at point who dives to his left",0,0
"nice flight outside off, defended",0,0
defended from the front foot,0,0
swept through square leg for a couple more,2,0
"short and wide, cut away behind point for a couple more",2,0
"85 kph, flat on off, defended",0,0
"tossed up outside off, Sarfraz comes down and hits the ball into the ground and over cover for a couple",2,0
"76 kph, short on middle, pushed back",0,0
"74 kph, short and wide, cut towards cover who fumbles, allows the run <strong>and Sarfraz's fifty.</strong> Good fighting knock this",1,0
"flat on off, defended",0,0
driven up to long-on for a run,1,0
"87 kph, flat on off, Amir strides forward to block",0,0
"flat on off, a thick inside-edge towards short leg",0,0
driven towards mid-off,0,0
defended away back up the pitch,0,0
"nice flight, driven between mid-off and cover for one",1,0
"shorter and slower outside off, pushed to cover",0,0
"generous flight outside off, Amir leans forward and says take this with a lovely flowing drive through cover",4,0
"and that is run-out. Amir went after a run, Sarfraz sent him back, but Amir was still looking at Sarfraz. He finally makes his way back but it's way too late. Tossed up delivery outside off, driven towards cover. O'Keefe runs in, picks up with his left hand and returns a lovely throw to Wade by the stumps who does the rest with time to spare. Didn't hear a call either.",0,1
"short and wide outside off, cut to point",0,0
"slow through the air, plenty of flight. Imran swings with all he has, misses connection",0,0
"short and wide outside off, carved to point",0,0
Sarfraz backs away well before delivery stride. Lyon sticks to the off-stump line. But that back away gives him enough room to lace his cut through point,4,0
swept to deep square leg for a couple,2,0
"slogged away through square leg for four. Got down, saws the field was up and found the gap",4,0
"darted in on leg, whipped over square leg for four more. Nicely played. Just a flick of the wrists",4,0
"slow outside off, Sarfraz gets down and hammers his sweep way over the midwicket boundary for six, Sarfraz has 72 off 70 balls",6,0
"full delivery outside off, some away swing. Imran tries to replicate Sarfraz's sweeps in the previous over. Unlike Sarfraz, he's nowhere near",0,0
"that's it. Australia sweep the series 3-0. A fullish length delivery on off, the ball moves away and takes the outside edge. Flies towards gully who takes a comfortable catch. <strong>That is Pakistan's 12 Test loss in a row in Australia</strong>",0,1
